"drug_pair","AUC1","AUC2","Pairwise","LR1plus","LR1minus","LR2plus","LR2minus","Mean_error","AUC1_LOOCV","AUC2_LOOCV","Pairwise_LOOCV","LR1plus_LOOCV","LR1minus_LOOCV","LR2plus_LOOCV","LR2minus_LOOCV","Mean_error_LOOCV","AUC1_training","AUC2_training","Pairwise_training","LR1plus_training","LR1minus_training","LR2plus_training","LR2minus_training","Mean_error_training","Threshold1","Threshold2","Th1_ref","Th2_ref","Th1_changes","Th2_changes","Th_changes_overall","Normalized_logLik","number_of_drugs","Rank_score_LOOCV","Th1_changes_new","Th2_changes_new","loglike_rank","loglike_rank_new","distance","source_folder","calibration_file"
"astemizole-azimilide-bepridil-diltiazem-droperidol-metoprolol-nitrendipine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.968 (0.903 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.108 (0.104 - 0.112)",0.875,1,0.903,3.33,0.222,667000,0.333,0.112,0.958,1,0.355,4,0.167,1e+06,1e-06,0.0335,13.8191320555568,-22.2958595394561,13.3994447302908,-27.7678682112889,0.0313212475377611,0.197062613168418,0.00617224688748606,-4.0607469149763e-06,10,0.766666666666667,0.325478729666402,0.151095540814438,4,0.0857142857142857,0.368935231029475,"results_get_calibration_drugs/tms_metrics_7_83.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.962 (0.885 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.12 (0.115 - 0.124)",0.875,1,0.885,3.33,0.222,667000,0.333,0.124,0.958,1,0.308,4,0.167,1e+06,1e-06,0.0321,13.6937605487824,-21.4261172874969,13.1686350339524,-27.678650619335,0.0398769890331171,0.225897332128986,0.00900810543591797,-3.93154407347664e-06,10,0.7,0.0150231692631955,0.125360702218687,46,0.616438356164384,0.629235447369361,"results_get_calibration_drugs/tms_metrics_7_84.csv","calibration_drugs.csv"
"astemizole-bepridil-cisapride-diltiazem-metoprolol-risperidone-vandetanib-verapamil","0.933 (0.8  - 1   )","1    (1    - 1   )","0.938 (0.812 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (5e+05 - 1e+06)","1e-06 (1e-06 - 0.0125)","0.14 (0.135 - 0.146)",0.8,1,0.812,2.4,0.3,5e+05,0.0125,0.146,0.933,1,0.375,3,0.2,1e+06,1e-06,0.0277,13.3703230975705,-22.7387352038219,13.117569380583,-29.0467788192585,0.0192683346780403,0.217168439044065,0.00418447416500864,-4.75109217344193e-06,8,0.766666666666667,0,0,16,0.833333333333333,0.833333333333333,"results_get_calibration_drugs/tms_metrics_7_85.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-diltiazem-droperidol-metoprolol-nitrendipine-risperidone-vandetanib-verapamil","1    (0.875 - 1   )","1    (1    - 1   )","1    (0.903 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.104 (0.0993 - 0.108)",0.875,1,0.903,3.33,0.222,667000,0.333,0.108,0.958,1,0.355,4,0.167,1e+06,1e-06,0.0324,14.3456855562688,-22.8164818854822,13.9483117929782,-30.8913396550192,0.0284890221260092,0.261395519252756,0.00744690273163142,-4.00416296275045e-06,10,0.766666666666667,0,0.284329281495636,4,0.09375,0.299386377138014,"results_get_calibration_drugs/tms_metrics_7_86.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-droperidol-loratadine-nitrendipine-ranolazine-risperidone","0.964 (0.964 - 1   )","1    (1    - 1   )","0.969 (0.969 - 1   )","8.57e+05 (3.43 - 1e+06)","0.143 (1e-06 - 0.19)","1e+06 (6.5e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.0879 (0.0842 - 0.0917)",0.964,1,0.969,3.43,0.19,650000,0.333,0.0917,1,1,0.406,857000,0.143,667000,1.14e-06,0.00663,17.6697280969771,-26.5190290780325,16.5208795001286,-37.6480185658164,0.0695391911090205,0.295606247333527,0.0205562193263465,-1.08983911013818e-06,11,0.833333333333333,0.0824434657868302,0.293819154315777,9,0.177777777777778,0.353173553321009,"results_get_calibration_drugs/tms_metrics_7_87.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-nitrendipine-ranolazine-risperidone-vandetanib","0.958 (0.833 - 1   )","1    (1    - 1   )","0.964 (0.857 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.119 (0.115 - 0.124)",0.833,1,0.857,3.33,0.222,667000,0.333,0.124,0.958,1,0.321,4,0.167,667000,1.17e-06,0.0332,17.1239054346845,-24.3738096551807,16.5327993718352,-34.1296258394221,0.035753537531963,0.285845975286748,0.0102200048057753,-4.07379799564353e-06,10,0.7,0.0192871116333934,0.180641578354094,62,0.580952380952381,0.608694538697085,"results_get_calibration_drugs/tms_metrics_7_88.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.944 (0.833 - 1   )","1    (1    - 1   )","0.955 (0.864 - 1   )","8.33e+05 (2.5  - 1e+06)","0.167 (1e-06 - 0.25)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.134 (0.129 - 0.139)",0.833,1,0.864,2.5,0.25,667000,0.333,0.139,0.944,1,0.318,3,0.167,1e+06,1e-06,0.0354,14.2633098271275,-23.0335895869273,13.7260585461842,-27.7150767689027,0.0391409725621974,0.16891481921595,0.00661149030428003,-4.74555113965742e-06,9,0.7,0.73973721200257,0,2,0.333333333333333,0.811370602087878,"results_get_calibration_drugs/tms_metrics_7_9.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-diltiazem-droperidol-loratadine-risperidone-verapamil","0.933 (0.933 - 1   )","1    (1    - 1   )","0.947 (0.895 - 1   )","2.4  (2.4  - 8e+05)","0.3  (1.5e-06 - 0.3 )","1e+06 (5e+05 - 1e+06)","1e-06 (1e-06 - 0.0125)","0.193 (0.187 - 0.2 )",0.933,1,0.895,2.4,0.3,5e+05,0.0125,0.2,1,1,0.421,8e+05,0.2,1e+06,1e-06,0.0108,14.329517303298,-19.3206778387095,13.0120667892962,-27.6821234090332,0.101248367022337,0.302052174494505,0.0305822894231147,-2.28689097099525e-06,8,0.8,1,0,1,0,1,"results_get_calibration_drugs/tms_metrics_7_90.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-metoprolol-nitrendipine-ranolazine-risperidone","0.958 (0.875 - 1   )","1    (1    - 1   )","0.96 (0.88 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.115 (0.111 - 0.12)",0.875,1,0.88,3.33,0.222,7,0.333,0.12,0.958,1,0.36,4,0.167,667000,1.17e-06,0.0271,17.2129932035419,-26.1425775946426,16.3924885300536,-35.681969199582,0.0500536981913415,0.267344875266894,0.0133815996996109,-3.49616655089193e-06,10,0.7,0.116538167579997,0.0762718441898473,92,0.295454545454545,0.326637302139201,"results_get_calibration_drugs/tms_metrics_7_92.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-dofetilide-nifedipine-nitrendipine-ranolazine-verapamil","1    (0.917 - 1   )","1    (1    - 1   )","1    (0.92 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.072 (0.0684 - 0.0755)",0.917,1,0.92,3.33,0.222,7,0.333,0.0755,1,1,0.36,4,0.167,667000,1.17e-06,0.0127,22.673688596167,-27.9341371365928,18.1998400973233,-38.2187723081027,0.245818011307785,0.269099046107493,0.0661493923589657,-1.79762416064908e-06,10,0.8,0.334872494003126,0.308440026137058,162,0.106905710491368,0.467657639624295,"results_get_calibration_drugs/tms_metrics_7_94.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-diltiazem-dofetilide-droperidol-metoprolol-nitrendipine-ranolazine-vandetanib","1    (0.906 - 1   )","1    (1    - 1   )","1    (0.925 - 1   )","8.75e+05 (3.5  - 1e+06)","0.125 (1e-06 - 0.167)","1e+06 (7.5e+05 - 1e+06)","1e-06 (1e-06 - 0.25)","0.0829 (0.0794 - 0.0864)",0.906,1,0.925,3.5,0.167,750000,0.25,0.0864,0.969,1,0.35,4,0.125,750000,0.25,0.0264,19.9488862299598,-31.0185356826637,19.1793647014437,-40.2013210769207,0.0401223679978386,0.228419990892509,0.00916475093265217,-2.9927276404712e-06,12,0.833333333333333,0.05376680141204,0.158833611937412,713,0.313104661389622,0.355180959792436,"results_get_calibration_drugs/tms_metrics_7_95.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.962 (0.885 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.119 (0.115 - 0.124)",0.875,1,0.885,3.33,0.222,667000,0.333,0.124,0.958,1,0.308,4,0.167,992000,1e-06,0.0312,14.9747140051507,-23.1947811420803,14.463764777046,-31.2923345331245,0.0353261571921868,0.258771149927229,0.00914139031913224,-3.90266322854577e-06,10,0.7,0.0140436527740326,0.15490986120115,48,0.61038961038961,0.629896631005578,"results_get_calibration_drugs/tms_metrics_7_96.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-nitrendipine-ranolazine-risperidone-verapamil","1    (0.958 - 1   )","1    (1    - 1   )","1    (0.955 - 1   )","8.33e+05 (8.33e+05 - 1e+06)","0.167 (1e-06 - 0.167)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.073 (0.0694 - 0.0766)",0.958,1,0.955,833000,0.167,7,0.333,0.0766,1,1,0.409,1e+06,1e-06,667000,1.17e-06,0.00471,17.5163961357475,-22.9050949412204,14.6858280165736,-31.8600134595964,0.192741472661907,0.281070770096575,0.0541739941506301,-9.12270181181598e-07,10,0.9,0.240432761463543,0.307812856659887,3,0.0238095238095238,0.391310057287238,"results_get_calibration_drugs/tms_metrics_7_97.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-loratadine-ranolazine-risperidone-verapamil","0.933 (0.933 - 1   )","1    (1    - 1   )","0.938 (0.875 - 1   )","2.4  (2.4  - 3   )","0.3  (1.5e-06 - 0.3 )","1e+06 (6    - 1e+06)","1e-06 (1e-06 - 0.0125)","0.224 (0.218 - 0.231)",0.933,1,0.875,2.4,0.3,6,0.0125,0.231,1,1,0.375,8e+05,0.2,1e+06,1e-06,0.0108,14.2571920639065,-18.3120294826968,12.979098023469,-27.5422021867245,0.0984732558554093,0.335128347452068,0.033001179503048,-2.27244482809631e-06,8,0.8,0.000936230238746942,0.938904176431864,5,0.333333333333333,0.996319747952116,"results_get_calibration_drugs/tms_metrics_7_98.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-diltiazem-droperidol-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.967 (0.9  - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.108 (0.104 - 0.112)",0.875,1,0.9,3.33,0.222,667000,0.333,0.112,0.958,1,0.367,4,0.167,1e+06,1e-06,0.0323,14.825999961378,-24.1914521731212,14.2605893929225,-30.216954101168,0.0396484712431414,0.199407984930351,0.0079062217561638,-3.96429535993711e-06,10,0.766666666666667,0.0451071806218427,0.064774256149267,3,0.0465116279069767,0.0916171028460268,"results_get_calibration_drugs/tms_metrics_7_99.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-diltiazem-droperidol-metoprolol-nitrendipine-risperidone-vandetanib-verapamil","0.958 (0.833 - 1   )","1    (1    - 1   )","0.968 (0.871 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.119 (0.114 - 0.123)",0.833,1,0.871,3.33,0.222,667000,0.333,0.123,0.958,1,0.355,3.33,0.222,1e+06,1e-06,0.0411,13.9378995038528,-21.8888920847028,13.5189701952042,-28.371407942376,0.0309882559543778,0.228487633424453,0.007080433266967,-4.69493734311723e-06,10,0.7,0.246475361252608,0.20710571983974,4,0.0967741935483871,0.336166814887909,"results_get_calibration_drugs/tms_metrics_8_1.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-diltiazem-droperidol-metoprolol-nitrendipine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.968 (0.903 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.115 (0.11 - 0.119)",0.875,1,0.903,3.33,0.222,667000,0.333,0.119,0.958,1,0.355,3.33,0.222,1e+06,1e-06,0.0394,13.921314824708,-21.8501324240892,13.5103667481091,-28.9073288143128,0.0304172406464434,0.244131736818567,0.00742581378824455,-4.5938061135207e-06,10,0.766666666666667,0.235132640897011,0.199983348545008,4,0.111111111111111,0.328064593522103,"results_get_calibration_drugs/tms_metrics_8_10.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-droperidol-metoprolol-nitrendipine-ranolazine-risperidone-vandetanib-verapamil","1    (0.875 - 1   )","1    (1    - 1   )","1    (0.903 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.104 (0.0999 - 0.108)",0.875,1,0.903,3.33,0.222,667000,0.333,0.108,0.958,1,0.355,4,0.167,1e+06,1e-06,0.032,14.23829453333,-22.8407453167422,13.787340958615,-30.4696597618481,0.0327077988474091,0.250377408370613,0.0081892939089216,-3.93828035739012e-06,10,0.766666666666667,0.272034327724553,0.233842048056538,3,0.153846153846154,0.390324759595238,"results_get_calibration_drugs/tms_metrics_8_11.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-metoprolol-ranolazine-risperidone-vandetanib-verapamil","1    (0.889 - 1   )","1    (1    - 1   )","1    (0.909 - 1   )","8.33e+05 (2.5  - 1e+06)","0.167 (1e-06 - 0.25)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.00833)","0.13 (0.125 - 0.135)",0.889,1,0.909,2.5,0.25,667000,0.00833,0.135,0.944,1,0.318,3,0.167,1e+06,1e-06,0.0276,15.4987895542293,-25.4924052075967,15.0205643045125,-33.9991338112446,0.0318380348448748,0.250204274346379,0.00796601240497663,-4.05458917747363e-06,9,0.833333333333333,0,0,1,0,0,"results_get_calibration_drugs/tms_metrics_8_12.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-diltiazem-droperidol-metoprolol-nitrendipine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.968 (0.903 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.112 (0.107 - 0.116)",0.875,1,0.903,3.33,0.222,667000,0.333,0.116,0.958,1,0.355,4,0.167,667000,1.17e-06,0.0349,14.2279220201616,-22.945335074237,13.7953834277578,-27.4599889595452,0.0313538652020009,0.164408437744067,0.00515483999509904,-4.29039104584339e-06,10,0.766666666666667,0.255979601475939,0.132324020482078,4,0.111111111111111,0.308837953918665,"results_get_calibration_drugs/tms_metrics_8_13.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.962 (0.885 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.5e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.116 (0.111 - 0.12)",0.875,1,0.885,3.33,0.222,650000,0.333,0.12,0.958,1,0.308,4,0.167,1e+06,1e-06,0.0272,14.8527990139015,-23.7459001353047,14.4447780314707,-31.203167757139,0.0282469541270789,0.238990722989276,0.00675075998907551,-3.52871431931336e-06,10,0.7,0.0126724402107368,0.135628077707977,41,0.588235294117647,0.603801562973574,"results_get_calibration_drugs/tms_metrics_8_14.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-diltiazem-dofetilide-metoprolol-nitrendipine-ranolazine","0.958 (0.833 - 1   )","1    (1    - 1   )","0.96 (0.84 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.113 (0.108 - 0.117)",0.833,1,0.84,3.33,0.222,7,0.333,0.117,0.958,1,0.36,4,0.167,667000,1.17e-06,0.0302,21.0666934496462,-32.0672409738159,19.2638936532405,-44.0837729429446,0.0935843931064516,0.272584018266338,0.0255096099199731,-3.77982769644534e-06,10,0.7,0.106186276449225,0.533083652768518,147,0.263537906137184,0.604074444192393,"results_get_calibration_drugs/tms_metrics_8_15.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-diltiazem-dofetilide-droperidol-metoprolol-ranolazine-verapamil","1    (0.893 - 1   )","1    (1    - 1   )","1    (0.897 - 1   )","8.57e+05 (3.43 - 1e+06)","0.143 (1e-06 - 0.19)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.0852 (0.0815 - 0.0889)",0.893,1,0.897,3.43,0.19,667000,0.333,0.0889,0.964,1,0.414,4,0.143,1e+06,1e-06,0.0263,19.5999788650805,-33.0456082928232,17.6320229001397,-45.1932792829952,0.111612602597359,0.268793749488827,0.0300007699423505,-3.0702828170463e-06,11,0.733333333333333,0.12963932338625,0.292473249209511,258,0.370317002881844,0.489368611881274,"results_get_calibration_drugs/tms_metrics_8_16.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-droperidol-loratadine-ranolazine-risperidone-verapamil","0.933 (0.933 - 1   )","1    (1    - 1   )","0.947 (0.895 - 1   )","2.4  (2.4  - 3   )","0.3  (1.5e-06 - 0.3 )","1e+06 (5e+05 - 1e+06)","1e-06 (1e-06 - 0.0125)","0.2  (0.194 - 0.207)",0.933,1,0.895,2.4,0.3,5e+05,0.0125,0.207,1,1,0.421,8e+05,0.2,1e+06,1e-06,0.0112,14.3935744641876,-19.3077855196885,13.0854448518595,-27.8963797843961,0.0999682950895048,0.307874868749515,0.0307777257297941,-2.40009345122393e-06,8,0.8,0.966102764830537,6.41385201384559e-05,3,0.25,0.997925125611615,"results_get_calibration_drugs/tms_metrics_8_18.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-loratadine-metoprolol-ranolazine-risperidone","0.917 (0.75 - 1   )","1    (0.9  - 1   )","0.933 (0.8  - 1   )","7.5e+05 (2.25 - 1e+06)","0.25 (1e-06 - 0.375)","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.0125)","0.229 (0.222 - 0.236)",0.75,0.9,0.8,2.25,0.375,5,0.0125,0.236,0.917,1,0.333,3,0.25,1e+06,1e-06,0.053,13.1574669551101,-22.9588801814838,13.6993264309367,-28.9835267993686,0.0395537312406032,0.207864510747397,0.00822181699256202,-9.29780639906103e-06,7,0.733333333333333,0.134750516542156,0.612427580684694,2,0.333333333333333,0.710166427256877,"results_get_calibration_drugs/tms_metrics_8_19.csv","calibration_drugs.csv"
"astemizole-bepridil-metoprolol-nitrendipine-risperidone-vandetanib-verapamil","0.917 (0.75 - 1   )","1    (1    - 1   )","0.933 (0.8  - 1   )","7.5e+05 (2.25 - 1e+06)","0.25 (1e-06 - 0.375)","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.0125)","0.204 (0.197 - 0.211)",0.75,1,0.8,2.25,0.375,5,0.0125,0.211,0.917,1,0.333,2.98,0.25,1e+06,1e-06,0.0498,13.2021107352723,-22.6477429198372,12.764331885141,-26.2635677342678,0.0342970438304701,0.137674547914251,0.00472183000415523,-8.26008529906447e-06,7,0.733333333333333,0,0,2,1,1,"results_get_calibration_drugs/tms_metrics_8_2.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-droperidol-loratadine-ranolazine-risperidone-verapamil","0.964 (0.964 - 1   )","1    (1    - 1   )","0.966 (0.931 - 1   )","8.57e+05 (4    - 1e+06)","0.143 (1e-06 - 0.143)","1e+06 (8    - 1e+06)","1e-06 (1e-06 - 0.333)","0.0618 (0.0586 - 0.065)",0.964,1,0.931,4,0.143,8,0.333,0.065,1,1,0.414,857000,0.143,667000,1.14e-06,0.0116,25.4220772553893,-33.8571911762022,22.6847848331031,-40.384611238363,0.120666448565637,0.16163137051472,0.019503483456808,-1.6747670489929e-06,11,0.833333333333333,0.136128466181922,0.202299603348273,97,0.109714285714286,0.26738233544815,"results_get_calibration_drugs/tms_metrics_8_20.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.962 (0.885 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.118 (0.113 - 0.122)",0.875,1,0.885,3.33,0.222,667000,0.333,0.122,0.958,1,0.308,4,0.167,1e+06,1e-06,0.0284,14.3654636570395,-22.9471647449246,13.9578329724674,-29.6583279450353,0.0292044392117412,0.226282587897343,0.00660845608292343,-3.60037230747288e-06,10,0.7,0.011771701440473,0.126947602709919,23,0.44,0.458098533929764,"results_get_calibration_drugs/tms_metrics_8_21.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-dofetilide-droperidol-loratadine-nifedipine-ranolazine","1    (1    - 1   )","1    (1    - 1   )","1    (1    - 1   )","1e+06 (3    - 1e+06)","1e-06 (1e-06 - 0.2 )","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.0136 (0.0117 - 0.0154)",1,1,1,3,0.2,667000,0.333,0.0154,1,1,0.316,3,1.5e-06,667000,1.25e-06,0.00922,6.83645561848444,-26.9624332929213,15.6196128544416,-37.8708914426314,0.562315936880573,0.28804334237114,0.161971361927639,-2.06324291305628e-06,8,0.8,0.0827218829997251,0.0702307948312024,20,0.633333333333333,0.642562359293441,"results_get_calibration_drugs/tms_metrics_8_22.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-loratadine-ranolazine-risperidone-verapamil","0.958 (0.958 - 1   )","1    (1    - 1   )","0.955 (0.909 - 1   )","3.33 (3.33 - 4   )","0.222 (1.33e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.185 (0.18 - 0.191)",0.958,1,0.909,3.33,0.222,7,0.333,0.191,1,1,0.364,833000,0.167,667000,1.17e-06,0.0124,20.8291140982013,-29.8311772297091,19.1402253838086,-43.4242374956174,0.08823766076555,0.313029336837065,0.027620976433494,-2.14339251864227e-06,10,0.8,0.218413734250735,0.298020539253461,36,0.123674911660777,0.389636092913087,"results_get_calibration_drugs/tms_metrics_8_23.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.962 (0.885 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.117 (0.113 - 0.122)",0.875,1,0.885,3.33,0.222,7,0.333,0.122,0.958,1,0.308,4,0.167,1e+06,1e-06,0.0275,14.9736170670356,-23.837569998589,14.4888401585126,-31.0723328776933,0.0334586414936856,0.232836166746209,0.00779038182992543,-3.61533482061221e-06,10,0.7,0.0136682543286852,0.134432624735284,54,0.654320987654321,0.668127911896021,"results_get_calibration_drugs/tms_metrics_8_25.csv","calibration_drugs.csv"
"astemizole-azimilide-diltiazem-dofetilide-droperidol-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.958 (0.833 - 1   )","1    (1    - 1   )","0.967 (0.867 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.12 (0.116 - 0.125)",0.833,1,0.867,3.33,0.222,667000,0.333,0.125,0.958,1,0.367,3.33,0.222,1e+06,1e-06,0.0397,13.5500960421973,-20.6432607868023,13.0864285739776,-26.4157789857066,0.0354311694438681,0.218525382197807,0.00774260984443653,-4.73362462186261e-06,10,0.7,0.0169685120614251,0.0724254592491192,21,0.3125,0.321231423663727,"results_get_calibration_drugs/tms_metrics_8_26.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-loratadine-risperidone-verapamil","0.933 (0.933 - 1   )","1    (1    - 1   )","0.938 (0.875 - 1   )","2.4  (2.4  - 1e+06)","0.3  (1e-06 - 0.3 )","1e+06 (6    - 1e+06)","1e-06 (1e-06 - 0.0125)","0.213 (0.206 - 0.219)",0.933,1,0.875,2.4,0.3,6,0.0125,0.219,1,1,0.375,8e+05,0.2,1e+06,1e-06,0.0108,14.2168880574804,-18.1461804029867,12.8405694602631,-27.0112092480463,0.107185168187167,0.328198147800467,0.0351779736707098,-2.27413578632842e-06,8,0.8,0.00462698729472832,0,3,0.4,0.400026760369135,"results_get_calibration_drugs/tms_metrics_8_27.csv","calibration_drugs.csv"
